Altium Designer Pick and Place Locations
C:\Users\jdoct\Documents\GitHub\mrover-electrical\boards\bdcmc_25\Project Outputs for bdcmc_25\Pick Place for bdcmc25_revised.csv

========================================================================================================================
File Design Information:

Date:       26/10/24
Time:       16:27
Revision:   540c8bcd7ea8f33f8b6b583673820ae8557cc7be
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C22_M0","CC0402JRNPO9BN100","TopLayer","CAP-0402","4485.000","3060.000","90","CAP CER 10PF 50V C0G/NPO 0402"
"C21_M2","CC0402JRNPO9BN101","TopLayer","CAP-0402","1920.000","3065.000","90","CAP CER 100PF 50V C0G/NPO 0402"
"C21_M1","CC0402JRNPO9BN101","TopLayer","CAP-0402","3180.000","3065.000","90","CAP CER 100PF 50V C0G/NPO 0402"
"C21_M0","CC0402JRNPO9BN101","TopLayer","CAP-0402","4445.000","3055.000","90","CAP CER 100PF 50V C0G/NPO 0402"
"C20_M2","CC0402KRX7R9BB102","TopLayer","CAP-0402","1880.000","3070.000","90","CAP CER 1000PF 50V X7R 0402"
"C20_M1","CC0402KRX7R9BB102","TopLayer","CAP-0402","3140.000","3070.000","90","CAP CER 1000PF 50V X7R 0402"
"C20_M0","CC0402KRX7R9BB102","TopLayer","CAP-0402","4405.000","3060.000","90","CAP CER 1000PF 50V X7R 0402"
"C19_M2","GRM2195C1H103JA01D","TopLayer","CAP-0805","1385.000","3370.000","0","CAP CER 10000PF 50V C0G/NP0 0805"
"C19_M1","GRM2195C1H103JA01D","TopLayer","CAP-0805","2645.000","3370.000","0","CAP CER 10000PF 50V C0G/NP0 0805"
"C19_M0","GRM2195C1H103JA01D","TopLayer","CAP-0805","3910.000","3360.000","0","CAP CER 10000PF 50V C0G/NP0 0805"
"C18_M2","CC0805KRX7R9BB104","TopLayer","CAP-0805","1385.000","3450.000","0","CAP CER 0.1UF 50V X7R 0805"
"C18_M1","CC0805KRX7R9BB104","TopLayer","CAP-0805","2645.000","3450.000","0","CAP CER 0.1UF 50V X7R 0805"
"C18_M0","CC0805KRX7R9BB104","TopLayer","CAP-0805","3910.000","3440.000","0","CAP CER 0.1UF 50V X7R 0805"
"C17_M2","CC0805KKX7R9BB105","TopLayer","CAP-0805","1385.000","3530.000","0","CAP CER 1UF 50V X7R 0805"
"C17_M1","CC0805KKX7R9BB105","TopLayer","CAP-0805","2645.000","3530.000","0","CAP CER 1UF 50V X7R 0805"
"C17_M0","CC0805KKX7R9BB105","TopLayer","CAP-0805","3910.000","3520.000","0","CAP CER 1UF 50V X7R 0805"
"C16_M2","CL32B106KBJNNNE","TopLayer","CAP-1210","2265.000","3295.000","180","CAP CER 10UF 50V X7R 1210"
"C16_M1","CL32B106KBJNNNE","TopLayer","CAP-1210","3525.000","3295.000","180","CAP CER 10UF 50V X7R 1210"
